promiseId,party,topic,promiseTitle,status,explain,isNCPO,refPicture,picturesDrive,vdo,nameLink1,urlLink1,nameLink2,urlLink2,nameLink3,urlLink3,nameLink4,urlLink4
90,ประชาชนปฏิรูป,administration,ดำเนินการด้วยความเปิดเผย โปร่งใส ตรงไปตรงมา,paused,"พรรคประชาชนปฏิรูป โดยนายไพบูลย์ นิติตะวัน ชูนโยบายให้พรรคประชาชนปฏิรูป จะดำเนินการด้วยความเปิดเผย โปร่งใส ตรงไปตรงมา

แต่เมื่อวันที่ 3 กันยายน พ.ศ. 2562 กกต. ประกาศให้พรรคประชาชนปฏิรูปสิ้นสภาพความเป็นพรรคการเมือง เนื่องจากนายไพบูลย์ นิติตะวัน หัวหน้าพรรคประชาชนปฏิรูป ได้มีหนังสือแจ้งต่อนายทะเบียนพรรคการเมืองว่า ในการประชุมคณะกรรมการบริหารพรรคประชาชนปฏิรูป ที่ประชุมมีมติเอกฉันท์ให้เลิกพรรคตามข้อบังคับพรรคประชาชนปฏิรูป พ.ศ. 2561 ข้อ 122 จึงทำให้พรรค ""สิ้นสภาพความเป็นพรรคการเมือง"" ตามมาตรา 91 วรรคหนึ่ง (7) แห่งพระราชบัญญัติประกอบรัฐธรรมนูญว่าด้วยพรรคการเมือง พ.ศ. 2560 

และภายใน 60 วันต้องหาสังกัดพรรคใหม่ นายไพบูลย์ นิติตะวัน ""ย้ายไปพรรคพลังประชารัฐ""  และไม่สิ้นสุดสภาพสมาชิกสภาผู้แทนราษฎร เนื่องจากศาลรัฐธรรมนูญมีมติเสียงข้างมากแล้ว",FALSE,ประชาชนปฏิรูป_1,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,ประกาศกกต. เรื่องพรรคประชาชนปฏิรูปสิ้นสภาพความเป็นพรรคการเมือง - ราชกิจจานุเบกษา,http://www.ratchakitcha.soc.go.th/DATA/PDF/2562/A/095/T_0001.PDF,คำวินิจฉัยของศาลรัฐธรรมนูญ กรณีนายไพบูลย์ นิติตะวัน - ราชกิจจานุเบกษา,http://www.ratchakitcha.soc.go.th/DATA/PDF/2564/A/075/T_0009.PDF?fbclid=IwAR2f9ahp9rqexn2JGjILEO08RqQXVABD-hiOehVmYBORXI4uXgj_udXZR8o,พลตำรวจเอกเสรีพิศุทธ์ ยื่นประธานสภาฯเพื่อส่งไปศาลรัฐธรรมนูญตรวจสอบคุณสมบัติความเป็น ส.ส.ของนายไพบูลย์,https://www.facebook.com/159570997481890/photos/a.397451127027208/3425831714189119/?type=3,,
91,พลังประชารัฐ,equality,เด็กจบใหม่ยกเว้นภาษี 5 ปี,nodata,"นโยบายที่หาเสียงไว้ว่าเสนอยกเว้นภาษีเด็กจบใหม่ 5 ปีที่เริ่มทำงาน ซึ่งปัจจุบันยังต้องเสียภาษีคงเดิม ซึ่งภายหลังได้รับเลือกตั้งกล่าวว่าเป็นการพูดกว้างๆไม่ได้ลงรายละเอียด ไม้ได้พูดถึงลดภาษีโดยตรง แต่ถึงเวลาที่จะมาทบทวนโครงสร้างภาษี เพราะมีความเหลื่อมล้ำ ต้องพิจารณารายละเอียดอีกที

ซึ่งไม่ความเคลื่อนไหว",FALSE,พลังประชารัฐ_2,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,"https://www.facebook.com/watch/?v=888310718214807
",ประชุมปฏิรูปภาษี,https://workpointtoday.com/tax-policy/,ลดภาษี10% จากนโยบายกลายเป็นแค่ตัวอย่าง - ประชาไท,https://prachatai.com/journal/2019/08/84050,#อุตตมโป๊ะแตก - Twitter,https://twitter.com/hashtag/%E0%B8%AD%E0%B8%B8%E0%B8%95%E0%B8%95%E0%B8%A1%E0%B9%82%E0%B8%9B%E0%B9%8A%E0%B8%B0%E0%B9%81%E0%B8%95%E0%B8%81?src=hashtag_click,,
92,ประชาธิปัตย์,equality,เด็กทุกคนพูดภาษาอังกฤษได้,nodata,"เด็กทุกคนพูดอังกฤษได้ ด้วย English for All ช่วยลดปัญหาความเหลื่อมล้ำ ขาดโอกาสทางการศึกษาของเด็กไทย โดยให้ชาวต่างชาติเป็นครูผู้สอนภาษาอังกฤษตั้งแต่ชั้นอนุบาล เน้นการพูดใช้งานจริง ให้เด็กไทยมีอนาคตที่ดีขึ้น

ซึ่งไม่พบความเคลื่อนไหว",FALSE,ประชาธิปัตย์_9,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,https://www.facebook.com/DemocratPartyTH/videos/621618428273447/,นโยบายพรรคประชาธิปัตย์ - เพจเฟสบุ๊คพรรคประชาธิปัตย์,https://www.facebook.com/DemocratPartyTH/videos/2202989076621434/,,,,,,
93,ประชาธิปัตย์,equality,เดินหน้าธนาคารที่ดิน,nodata,ปี 2553 สมัยรัฐบาลนายอภิสิทธิ์ได้ออกระเบียบสำนักนายกรัฐมนตรี ว่าด้วยการจัดให้มีโฉนดชุมชนและจัดตั้งสถาบันบริหารจัดการธนาคารที่ดินเพื่อแก้ไขปัญหาที่ดินทำกิน แต่ยุบสภาก่อนจะดำเนินการเป็นรูปเป็นร่าง ต่อมารัฐบาล พล.อ.ประยุทธ์ มีการตั้งผู้อำนวยการสถาบันบริหารจัดการธนาคารที่ดินคนใหม่ในปี 2558 จากเดิมที่ว่างเว้นไป และต่ออายุองค์กรไปจนถึงปี 2562 ซึ่งไม่พบความเคลื่อนไหว,FALSE,ประชาธิปัตย์_10,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,ธนาคารที่ดิน พรรคประชาธิปัตย์,https://www.facebook.com/DemocratPartyTH/posts/10155301939861791/,P-move ขบวนการประชาชนเพื่อสังคมที่เป็นธรรม (ขปส.),https://www.thaipost.net/dominate-the-situation-news/71708/,พ.ร.ฎ.จัดตั้งสถาบันบริหารจัดการธนาคารที่ดิน พ.ศ. 2554,file:///C:/Users/User/Downloads/20110928021441.pdf,,
94,พลังประชารัฐ,equality,ต่อยอดบัตรสวัสดิการแห่งรัฐ,done,"เป็นโครงการที่ต่อยอดจากที่ทำไว้หนึ่งในโครงการสำคัญของรัฐบาลพลเอกประยุทธ์ จันทร์โอชา คือ โครงการ National e-payment มีโครงการย่อย “โครงการลงทะเบียนเพื่อสวัสดิการแห่งรัฐ” เพื่อฐานข้อมูลสำหรับการจัดสวัสดิการของหน่วยงานภาครัฐให้กับผู้ที่มีรายได้น้อยที่ต้องการความช่วยเหลือจากภาครัฐ ให้เงินคนทำงานรายได้ต่ำกว่า 30,000 บาทต่อปี (เส้นยากจน)

เนื่องจากมองว่าที่ผ่านมาการจัดสวัสดิการสังคมและการให้เงินช่วยเหลือของภาครัฐยังมีข้อจำกัด โดยการจัดสรรเงินไม่ตรงกลุ่มเป้าหมาย เพราะข้อมูลยังกระจัดกระจาย และไม่พบข้อมูลเชิงลึก ดังนั้นโครงการขึ้นมาเพื่อเป็นฐานข้อมูลและให้ความช่วยเหลือได้

นโยบายนี้เป็นหนึ่งในมาตรการช่วยเหลือในมาตรการสวัสดิการแห่งรัฐ ซึ่งอยู่ภายใต้โครงการ National e-Payment  ของรัฐบาล โดยจะมีการลงทะเบียนเพื่อรับบัตรสวัสดิการแห่งรัฐ หรือบัตรคนจน โดย 1 ในคุณสมบัติของผู้ถือบัตร คือจะต้องมีรายได้ต่ำกว่า 100,000 บาท/ปี และแบ่งย่อยออกเป็น ผู้มีสิทธิที่มีรายได้ไม่เกินกว่า 30,000 บาท/ปี จะได้รับวงเงินค่าซื้อสินค้าอุปโภคบริโภคที่จำเป็น 300 บาท/คน/เดือน ซึ่งที่ผ่านมาทางรัฐบาลมีการโอนเงินผ่านบัตรนี้แล้ว รวมถึงมีเงินเยียวยาผู้ได้รับผลกระทบจากโควิด-19เพิ่มเติมอีก",TRUE,พลังประชารัฐ_7,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,ตรวจสอบสิทธิ์สวัสดิการแห่งรัฐ,"https://govwelfare.cgd.go.th/welfare/check
",บทความข้อมูลเกี่ยวกับบัตรสวัสดิการแห่งรัฐ,https://spm.thaigov.go.th/FILEROOM/spm-thaigov/DRAWER004/GENERAL/DATA0000/00000438.PDF,มาตรการช่วยเหลือผู้มีรายได้น้อย ในรัฐบาลประยุทธ์ - กรุงเทพธุรกิจ,https://www.bangkokbiznews.com/news/887110,,
95,ประชาธิปไตยใหม่,culture,ตั้งกระทรวงศาสนา,nodata,ซึ่งไม่พบความเคลื่อนไหว แผนดำเนินการตั้งกระทรวงศาสนา,FALSE,ประชาธิปไตยใหม่_1,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,ประชาธิปไตยใหม่ - TERO Digital,https://teroasia.com/news/138442,,,,,,
96,ประชาธรรมไทย,equality,ตั้งกองทุนการศึกษาให้เรียนฟรีจนถึงมัธยมปลาย,paused,"ซึ่งไม่พบความเคลื่อนไหว ซึ่งนายพิเชษฐ พรรคประชาธรรมไทย กล่าวว่า นโยบายพรรคประชาธรรมไทยไม่สามารถขับเคลื่อนได้ในหลายเรื่อง จึงต้องอาศัยพรรคใหญ่ในการขับเคลื่อน จึงเป็นหนึ่งในสาเหตุทำให้ยุบพรรค

โดยเมื่อวันที่ 26 สิงหาคม พ.ศ. 2564 มีประกาศคณะกรรมการการเลือกตั้ง เรื่อง พรรคประชาธรรมไทยสิ้นสภาพความเป็นพรรคการเมือง ในราชกิจจานุเบกษา และได้ย้ายไปอยู่พรรคพลังประชารัฐ ",FALSE,ประชาธรรมไทย_1,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,นโยบายพรรคประชาธรรมไทย - line today,https://today.line.me/th/v2/article/YWmgPL?imageSlideIndex=39,ประกาศกกต. เรื่องพรรคประชาธรรมไทยสิ้นสภาพความเป็นพรรคการเมือง - ราชกิจจานุเบกษา,http://www.ratchakitcha.soc.go.th/DATA/PDF/2564/D/085/T_0104.PDF,ประชาธรรมไทย ยุบพรรคเรียบร้อย - ข่าวสด,https://www.khaosod.co.th/politics/news_6689874,,
97,พลังท้องถิ่นไท,economics,ตั้งกองทุนยกระดับราคาสินค้าการเกษตร โดยประชาชนทำหน้าที่แทนรัฐ,nodata,"นโยบายพรรคประชาชาติ ""ชัดเจนเพื่อคนไทย จริงใจเพื่อท้องถิ่น 4ช.8จ."" ช. นี้ คือ ช่วงชิง อำนาจประกันสินค้าการเกษตรเป็นหน้าที่ของชุมชน-ท้องถิ่น จัดตั้งกองทุนยกระดับราคาสินค้าเกษตร ให้สามารถกำหนดราคาผลผลิตได้ด้วยตนเองประชาชนทำหน้าที่แทนรัฐเพื่อความรวดเร็วในการแก้ไขปัญหาของเกษตรกรในท้องถิ่น

ซึ่งไม่พบความเคลื่อนไหวตั้งกองทุนยกระดับราคาสินค้าการเกษตร โดยประชาชนทำหน้าที่แทนรัฐ",FALSE,พลังท้องถิ่นไท_1,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,นโยบายพรรคพลังท้องถิ่นไท - line today,https://today.line.me/th/v2/article/YWmgPL?imageSlideIndex=16,พลังท้องถิ่นไทแถลงนโยบาย - mthai,https://www.thairath.co.th/news/politic/1461616,,,,
98,พลังไทยรักไทย,economics,"ตั้งกองทุนหมู่บ้าน ๆ ละ 3,000,000 พร้อมต่อยอด OTOP",nodata,"ซึ่งไม่พบความเคลื่อนไหวเกี่ยวกับตั้งกองทุนหมู่บ้าน ๆ ละ 3,000,000 พร้อมต่อยอด OTOP",FALSE,พลังไทยรักไทย_1,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,นโยบายพรรพลังไทยรักไทย - line today,https://today.line.me/th/v2/article/YWmgPL?imageSlideIndex=34,,,,,,
99,พลังไทยรักไทย,economics,ตั้งกองทุนแห่งรัฐพัฒนาประเทศ ตั้งบรรษัท เกษตรแห่งชาติจำกัด (มหาชน),nodata,ซึ่งไม่พบความเคลื่อนไหวเกี่ยวกับตั้งกองทุนแห่งรัฐพัฒนาประเทศ ตั้งบรรษัท เกษตรแห่งชาติจำกัด (มหาชน),FALSE,พลังไทยรักไทย_2,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,นโยบายพรรพลังไทยรักไทย - line today,https://today.line.me/th/v2/article/YWmgPL?imageSlideIndex=34,,,,,,
100,ชาติพัฒนา,equality,ตั้งโครงการบ้านเกษียณสำราญ สำหรับผู้สูงอายุปรับปรุงบ้านพักคนชรา,nodata,"สนับสนุนให้มีการสร้างอาคารพักอาศัย ""บ้านเกษียณสำราญ"" ด้วยค่าใช้จ่ายในอัตราต่ำ ซึ่งไม่พบความเคลื่อนไหว

แต่ที่ประชุมครม. อนุมัติให้กรมธนารักษ์ และบริษัท ธนารักษ์พัฒนาสินทรัพย์ จำกัด (ธพส.) ดำเนินโครงการที่พักผู้สูงอายุ รามา-ธนารักษ์ บนที่ดินราชพัสดุ จังหวัดสมุทรปราการ กรอบวงเงิน 1,345 ล้านบาท โดยใช้งบลงทุนของ ธพส. ",FALSE,ชาติพัฒนา_1,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,ชาติพัฒนาเป็นทางเลือก ในการก้าวข้ามความขัดแย้ง - กรุงเทพธุรกิจ,https://www.bangkokbiznews.com/advertorials/news/1259,ชาติพัฒนาย้ำเสถียรภาพรัฐบาล-สภา แก้ปัญหาการเมือง-เศรษฐกิจ - sanook,https://www.sanook.com/news/8496570/,,,,
101,เพื่อไทย,security,ตัดงบซื้ออาวุธที่ไม่จำเป็น,proposed,"พรรคเพื่อไทยได้อภิปรายเกี่ยวกับเรื่องงบกลาโหม ให้นำไปซื้อวัคซีน และช่วยเหลือพี่น้องเกษตรกรที่ประสบภาวะราคาผลผลิตตกต่ำ

",FALSE,เพื่อไทย_8,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,https://www.youtube.com/watch?v=1i5wsaD2twI,นโยบายหาเสียงพรรคเพื่อไทย - The matter,https://m.facebook.com/thematterco/photos/a.1735876059961122/2227993137416080,นายนิยม ช่างเหลา อภิปรายปรับลดงบกลาโหม - ไทยรัฐ,https://www.thairath.co.th/news/politic/2170157,นายยุทธพงศ์ จรัสเสถียร อภิปรายขอตัดงบปลาโหม - ข่าวสด,https://www.khaosod.co.th/politics/news_6571148,,
103,ก้าวไกล/อนาคตใหม่,economics,ทลายทุนผูกขาด ดิวตี้ฟรี ธนาคาร เหล้าเบียร์,proposed,"เป็นนโยบายสานต่อพรรคอนาคตใหม่ที่จะทำลายทุนผูกขาดในประเทศไทย ที่เป็นการผูกขาดสัมปทานของรัฐ กฎหมายบางฉบับที่เอื้อให้เกิดการผูกขาด การผูกขาดการเข้าถึงแหล่งทุน 

เพราะเมื่อวันที่ 11 ธันวาคม พ.ศ. 2562 กกต.มีมติ 5 ต่อ 2 ยื่นคำร้องต่อศาลรธน.สั่งยุบพรรคอนาคตใหม่ กรณีให้พรรคกู้ยืมเงิน ซึ่งวันที่ 21 กุมภาพันธ์ พ.ศ. 2563 ศาลรธน.นัดอ่านคำวินิจฉัยยุบพรรคอนาคตใหม่ และเมื่อวันที่ 18 มีนาคม พ.ศ 2563 คำสั่งศาลรธน.มีคำวินิจฉัยให้ยุบพรรคอนาคตใหม่ ประกาศในราชกิจจานุเบกษา หลังจากถูกยุบส.ส. คนอื่นๆ ย้ายไปสังกัดพรรคก้าวไกล/อนาคตใหม่

พรรคก้าวไกล/อนาคตใหม่ ได้อภิปรายสนับสนุนร่างพ.ร.บ. ภาษีสรรพสามิต เพื่อปลดล็อกให้ประชาชนสามารถทำสุราพื้นบ้าน สุราชุมชน และเครื่องดื่มแอลกฮอล์อื่นๆได้ และได้คัดค้านการควบรวมระหว่างบริษัททรูคอร์ปและโทเทิลแอคเซสคอมมูนิเคชั่น โดยควบรวมนี้มองว่าเป็นการผูกขาดการครอบงำตลาดหรือไม่",FALSE,ก้าวไกล/อนาคตใหม่_5,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,เว็บไซต์พรรคก้าวไกล/อนาคตใหม่,https://www.moveforwardparty.org/about/,พิธาหนุนกฎหมายสุราเสรี - The Momentum,https://themomentum.co/report-pita-free-spirit/,พรรคก้าวไกล/อนาคตใหม่” ค้าน “ทรู-ดีแทค” ควบรวม - กรุงเทพธุรกิจ,https://www.bangkokbiznews.com/politics/973286,คำวินิจฉัยของศาลรธน. (ยุบพรรคอนาคตใหม่) - ราชกิจจานุเบกษา,http://www.ratchakitcha.soc.go.th/DATA/PDF/2563/A/021/T_0023.PDF
104,พลังประชารัฐ,economics,ทำกองทุนสนับสนุนสมาร์ทไอเดีย,nodata,นโยบายนี้เพื่อการสนับสนุนหน่วยธุรกิจ โดยการระดมทุนเพื่อจัดตั้งกองทุนสำหรับสมาร์ทไอเดีย ให้เจ้าของไอเดียนำไอเดียมาเปลี่ยนเป็นเงินทุนในการสานต่อ ซึ่งไม่พบความเคลื่อนไหว,FALSE,พลังประชารัฐ_10,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,เปิด 5 นโยบายเกี่ยวกับกรุงเทพมหานคร,https://www.matichon.co.th/politics/news_1371440,พปชร. เปิด 5 นโยบายเศรษฐกิจ,https://www.newtv.co.th/news/29965,,,,
105,เพื่อไทย,economics,ทำธนาคารพัฒนารายได้ ทุกจังหวัด ให้คนจนเข้าถึงแหล่งทุน,nodata,ซึ่งไม่พบความเคลื่อนไหว ในการทำธนาคารพัฒนารายได้ ทุกจังหวัด ให้คนจนเข้าถึงแหล่งทุน,FALSE,เพื่อไทย_3,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,,,,,,,,
106,พลังชาติไทย,economics,ทำเกษตรอินทรีย์ทั้งประเทศ,nodata,"เป็นนโยบายมุ่งเน้นเรื่องเกษตรอินทรีย์ ผลักดันให้คนไทยจะต้องไม่เสียชีวิต และเป็นโรคร้ายจากสารเคมีอีกต่อไป

ซึ่งไม่พบความเคลื่อนไหวเกี่ยวกับทำเกษตรอินทรีย์ทั้งประเทศ

โดยเมื่อวันที่ 25 ตุลาคม พ.ศ. 2564 พลตรีทรงกลด ทิพย์รัตน์ได้ยื่นหนังสือลาออกจากตำแหน่งสมาชิกสภาผู้แทนราษฎร เป็นเหตุให้สมาชิกภาพสิ้นสุดลง ประกอบกับได้เสียชีวิตในวันเดียวกัน ทำให้ภรรยาของพลตรีทรงกลดซึ่งอยู่ในลำดับที่ 2 ได้เลื่อนขึ้นมาเป็นสมาชิกสภาผู้แทนราษฎรแทน",FALSE,พลังชาติไทย_1,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,นโยบายพรรพลังชาติไทย - line today,https://today.line.me/th/v2/article/YWmgPL?imageSlideIndex=35,นโยบายพรรคพลังชาติไทย - เพจเฟสบุ๊คพลังชาติไทย,https://www.facebook.com/TNPP.Thai/,ทรงกลด ทิพย์รัตน์ หัวหน้าพรรคพลังชาติไทย เสียชีวิต - ประชาชาติธุรกิจ,https://www.prachachat.net/politics/news-788888,,
107,ภูมิใจไทย,equality,ทำงาน 4 วันต่อสัปดาห์,nodata,ภายหลังทางพรรคฯได้ออกมาชี้แจงว่า ที่พรรคนำเสนอ ไม่ได้บอกให้ทำงาน 4 วันต่อสัปดาห์ แต่เสนอให้ทำงานตามปกติ เพียงแต่สนับสนุนให้มี 1 วัน ทำงานที่บ้าน หรือที่ไหนก็ได้ ไม่ต้องเข้าออฟฟิศ เพราะด้วยเทคโนโลยีการสื่อสารที่ทันสมัย หลายตำแหน่งงานสามารถทำงานที่ไหนก็ได้ และจะลดปริมาณรถบนท้องถนนได้ถึง 25%,FALSE,ภูมิใจไทย_5,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,ภูมิใจไทย แจงไม่เคยชูนโยบายทำงาน 4 วันต่อสัปดาห์ - The standard,https://thestandard.co/phoom-jai-thai-denied-4-day-work-week-policy/,,,,,,
108,ภูมิใจไทย,economics,ทำจังหวัดชายแดนภาคใต้ให้เป็นเขตพัฒนาพิเศษ,working,ที่ผ่านมา 3 จังหวัดชายแดนภาคใต้ มีมาตรการรองรับในการเป็นเขตพัฒนาพิเศษเฉพาะกิจอยู่แล้ว เพื่อจูงใจผู้ประกอบการกิจการและกระตุ้นให้เกิดการลงทุนในพื้นที่ ซึ่งเป็นการสร้างรายได้และอาชีพให้แก่ประชาชน โดยล่าสุดเมื่อวันที่ 9 กุมภาพันธ์ พ.ศ. 2564 ครม.ได้เห็นชอบขยายเวลามาตรการนี้ ออกไปอีก 3 ปี โดยเริ่มตั้งแต่วันที่ 1 มกราคม พ.ศ. 2564 ถึงวันที่ 31 ธันวาคม พ.ศ.2566,FALSE,ภูมิใจไทย_11,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,ครม.ขยายมาตรการเขตพัฒนาพิเศษเฉพาะกิจ ชายแดนใต้ - กรุงเทพธุรกิจ,https://www.bangkokbiznews.com/business/921766,ภูมิใจไทยชูโนบายดับไฟใต้ - post today,https://www.posttoday.com/politic/news/581952,ฉบับที่ 12 ร่างพ.ร.บ.เขตพัฒนาเศรษฐกิจพิเศษชายแดนภาคใต้,https://bhumjaithai.com/policy/15628,,
109,รวมพลังประชาชาติไทย,economics,ทำทุ่งกุลาร้องไห้ 2.1 ล้านไร่ ใน 5 จังหวัด ให้เป็น “เขตเศรษฐกิจพิเศษทุ่งกุลา”,nodata,"นโยบายเพื่อทำทุ่งกุลาร้องไห้ 2.1 ล้านไร่ ใน 5 จังหวัด ให้เป็น “เขตเศรษฐกิจพิเศษทุ่งกุลา” เป็นเขตเศรษฐกิจพอเพียงด้วยศาสตร์พระราชา มุ่งให้เป็นพื้นที่เกษตรอินทรีย์เพื่อยกระดับคุณภาพข้าวหอมมะลิ (สินค้าปลอดสารพิษ) พร้อมยกระดับข้าวหอมมะลิให้เป็นสินค้าอันดับ 1 ของโลก จนเกิดเป็นคำพูดว่า “จะซื้อข้าวหอมมะลิทุ่งกุลา ต้องจองล่วงหน้านาน” และยกระดับทั้งทุ่งกุลาร้องไห้ให้เป็นครัวปลอดภัยของโลก โดยการจัดตั้งตลาดค้าส่งขนาดใหญ่ พัฒนาวิทยาลัยอาชีวะและวิทยาลัยการท่องเที่ยวที่มีคุณภาพและเรียนฟรี เพื่อพัฒนาทุ่งกุลาร้องไห้เป็นแหล่งท่องเที่ยวเชิงสุขภาพ เชิงโบราณคดีและเชิงวัฒนธรรมไปด้วย

ซึ่งไม่พบความเคลื่อนไหวของเขตเศรษฐกิจพิเศษทุ่งกุล",FALSE,รวมพลังประชาชาติไทย_6,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,เว็บไซต์พรรครวมพลังประชาชาติไทย,https://act-party.org/,กาง 10 นโยบายพรรค'รวมพลังประชาชาติไทย'เพื่ออนาคต​ของประเทศ​ - ไทยโพสต์,https://www.thaipost.net/main/detail/32014,,,,
110,ประชาธิปัตย์,equality,ทำศูนย์เด็กเล็กคุณภาพดีทั่วประเทศ (อนุบาล-ม.3) อาหารเช้า-กลางวันฟรี มีคุณภาพ,nodata,สนันสนุนค่าอาหารเช้าและอาหารกลางวันฟรี (อนุบาล - ม.3) ผ่านสถานศึกษา โดยคำนึงถึงคุณค่าทางโภชนาการที่นักเรียนจะได้รับ ซึ่งไม่ความเคลื่อนไหวในการดำเนินการ,FALSE,ประชาธิปัตย์_3,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,เพจพรรคประชาธิปัตย์,https://www.facebook.com/DemocratPartyTH/posts/10155705874221791,,,,,,
111,เพื่อไทย,economics,ทำให้ราคาสินค้าเกษตร เพิ่ม 30% ภายใน 6 เดือน,nodata,ต้องแก้ปัญหาให้ตรงจุด คือ ใส่เงินลงไปให้กับคนฐานใหญ่ของประเทศ ตั้งแต่พนักงานเอกชน แรงงาน เกษตรกร พยายามตั้งราคาสินค้าเกษตรเพื่อให้ได้ทุน,FALSE,เพื่อไทย_3,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,https://www.facebook.com/watch/?v=643233466104611,สัมภาษณ์คุณหญิงสุดารัตน์ เกยุราพันธุ์ - ตอบโจทย์เลือกตั้ง 62,https://www.facebook.com/watch/?v=643233466104611,,,,,,
112,รักษ์ผืนป่าประเทศไทย,environmental,ที่ดินกรรมสิทธิ์และที่ดินที่รัฐจัดสรรให้สามารถตัดต้นไม้ที่ปลูกได้,nodata,"เป็นนโยบายที่ชูเกี่ยวกับ “รักษ์ป่าไม้ เพิ่มผืนป่า คนอยู่กับป่า มีรายได้จากป่า ลดภาวะโลกร้อน” ที่ให้ที่ดินกรรมสิทธิ์และที่ดินที่รัฐจัดสรรให้สามารถตัดต้นไม้ที่ปลูกได้  แต่จะไม่ได้รับเงินชดเชยภาวะโลกร้อน

ซึ่งไม่พบความเคลื่อนไหว",FALSE,รักษ์ผืนป่าประเทศไทย_2,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,นโยบายพรรครักษ์ผืนป่าประเทศไทย - line today,https://today.line.me/th/v2/article/YWmgPL?imageSlideIndex=17,,,,,,
113,ชาติพัฒนา,equality,"ทุนการศึกษาครูเทคโนโลยีทุกอำเภอ อำเภอละ 1,000,000 บาท",nodata,"ให้มีห้องเรียนระบบดิจิทัลให้ทั่วถึง สร้างครูรุ่นใหม่ ครูเทคโนโลยี เพื่อพัฒนาเด็กไทยให้เรียนทันเทคโนโลยี โดยจัดให้มีทุนการศึกษาครูเทคโนโลยีทุกอำเภอ อำเภอละ 1,000,000 บาท

ซึ่งไม่พบความเคลื่อนไหว และปี 2564 พรรคชาติพัฒนากล่าวว่าไม่ได้มีเสียงข้างมากพอให้เข้าไปกำหนดนโยบาย แต่สิ่งที่พรรคทำเป็นการช่วยเหลือประชาชนที่ได้รับความเดือดร้อนจากโควิด - 19 โดยฐานของพรรคอยู่ที่จังหวัดนครราชสีมา และปัญหาเศรษฐกิจ ร่วมกันผลิตเจลแอลกอฮอล์ แจกจ่ายอาหาร",FALSE,ชาติพัฒนา_2,https://drive.google.com/drive/folders/1snFv2joUHj4hSNrGeBpCvYl6AKq6JJIB?usp=sharing,-,ชาติพัฒนาเป็นทางเลือก ในการก้าวข้ามความขัดแย้ง - กรุงเทพธุรกิจ,https://www.bangkokbiznews.com/advertorials/news/1259,ชาติพัฒนาย้ำเสถียรภาพรัฐบาล-สภา แก้ปัญหาการเมือง-เศรษฐกิจ - sanook,https://www.sanook.com/news/8496570/,,,,
